"question_id","subject_id","content"
"us527498","us15","The same force is applied to two skateboards. One rolls across the room and the other moves a few feet and comes to a stop. Where was there more work done?<br /> a.  The skateboard that traveled the shorter distance shows more work because there was more resistance.<br /> b.  The skateboard that traveled the longer distance shows more work because it was lighter.<br /> c.  The skateboard that traveled further shows more work because the distance was greater.<br /> d.  The skateboard that traveled the shorter distance shows more work because the force was greater."
"us529043","us15","An MP3 player draws a current of 0.120 ampere<br /> from a 3.00-volt battery. What is the total charge<br /> that passes through the player in 900. seconds?<br /> (1) 324 C (3) 5.40 C<br /> (2) 108 C (4) 1.80 C                     "
"us529412","us15","Which of the following nuclear processes converts light elements into heavier ones?<br /> a. alpha emission<br /> b. beta emission<br /> c. fission<br /> d. fusion                     "
"us530529","us15","true or false:<br /> a wave will travel only as long as it has energy to carry"
"us530545","us15","True or false:<br /> in a compressional wave the matter in the medium moves back and forth at right angles to the direction that the waves travel."
"us530562","us15","True or false: <br /> the speed of the wave is determined by multiplying the wavelength by the frequency"
"us530780","us15","if salt was removed from water near the poles, the water near the poles would? "
"us531799","us15","A 4kg block sitting on the floor, how much potential energy does it have?"
"us533756","us15","Which of the following is NOT a branch of natural science? A. life science B. Earth and space science C. physical science D. social science"
"us533855","us15","The air you breathe is made of 21% oxygen and 78% nitrogen. The oxygen in air is the _____ and the nitrogen is the _____. solution, solute solute, solvent solvent, solution"
"us533920","us15","According to the kinetic theory of gases, the kinetic energy of molecules is proportional to which factor? A. Concentration in moles/liters B. temperature in kelvin"
"us533948","us15","For the simple harmonic motion equation d=8sin(4pi t), what is the maximum displacement from the equilibrium position? Is the answer 4?"
"us534991","us15","when you make a cell phone call, which type of electromagnetic wave is most likely transmitting the signal"
"us535011","us15","What is the frequency of a ship's whistle if the velocity of sound is 340 meters/second and the wavelength is 1.70 meters?"
"us537226","us15","He distance between two consecutive crests is 2.5 meters. Which characteristic of the wave does this distance represent? amplitude frequency period wavelength phase                 "
"us537325","us15","The energy needed to get a reaction started is the <br /> A. adhesion energy. <br /> B. activation energy. <br /> C. cohesion energy. <br /> D. chemical energy. "
"us537703","us15","what is a rhythmic movement that carries energy through space or matter      "
"us539051","us15","The instantaneous velocity of an object is the blank of the object with a blank      "
"us539954","us15","Q)How is a conductor different from an insulator. A)A Conductor contains free electrons. B)A conductor contains free protons. C)A conductor contains an equal number of free electrons and free protons. D)A conductor contains neither free electrons nor free protons."
"us539965","us15","When solving problems, which of these is performed before the others? A. Multiplication B. Addition C. Exponents D. Subtraction"
"us540055","us15","in the AP physics textbook it says that if 0 denotes the angle that the vector a=3i+4j makes with the +x axis, then tan 0 =4/3, so 0 =tan^-1(4/3) =53.1 degrees I don’t understand how did they use (4/3) to get the result 53.1 degrees ? 4/3 = 1.3333 is not 53.1 and even if i multiplied it with the angle i don’t get 53.1 4/3 *45=59.9985 if I use tan in the calculator I get 0.0232 so how did they get 53.1 ?"
"us540674","us15","Normal faults occur from _____ stress and reverse faults occur from _____ stress."
"us541413","us15","an object of mass of 78 kilograms is lifted through a height of 6 meters. How much work is done?"
"us541916","us15","_______ contains ""The Great Red Spot,"" a storm twice as wide as Earth. <br /> A. Jupiter <br /> B. Saturn <br /> C. Mars <br /> D. Uranus"
"us541936","us15","What percentage of the net income earned in the United States is generated by corporations?<br /> A. 28 percent <br /> B. 45 percent <br /> C. 60 percent <br /> D. 84 percent"
"us542009","us15","Thailand's history was unique in Southeast Asia because it A. was a Dutch colony. B. had special ties to the United States. C. won independence from France. D. escaped foreign domination."
"us542020","us15","The legal tradition that kept women from owning property and holding public office came to the United States from<br /> A. Mexico. <br /> B. Africa. <br /> C. Britain. <br /> D. France."
"us542021","us15","Which of the following is not a means of water erosion?<br /> A. Ocean waves<br /> B. Streams<br /> C. Rivers<br /> D. Natural springs"
"us542024","us15","Which of the following nations or regions does not dominate the global marketplace? A. The United States. B. Japan C. South Asia D. Western Europe"
"us542043","us15","The potential of electrons in a circuit can be increased by _____.<br /> flowing through the conducting wires<br /> the action of a battery<br /> passing through a circuit element<br /> water pressure"
"us542188","us15","The study of the Earth's magnetic field is known as <br /> A. isochronism <br /> B. paleomagnetism <br /> C. magnetism <br /> D. topography"
"us542248","us15","Which variable stars have pulsation periods between 1.5 hours and 1.2 days? <br /> A. Cepheid variables <br /> B. Protostars <br /> C. RR Lyrae variables <br /> D. Nebulas"
"us542268","us15","The three types of seismic waves produced by an earthquake are primary, secondary, and <br /> A. atmospheric. <br /> B. elastic. <br /> C. sedimentary. <br /> D. surface."
"us542321","us15","A topical,cause and affect, chronological, spatial, pattern arranges main points according to physical direction or location."
"us542322","us15","Most tornadoes carry wind speeds that range from <br /> A. 267 to 322 km per hour. <br /> B. 1 to 105 km per hour. <br /> C. 178 to 266 km per hour. <br /> D. 105 to 177 km per hour."
"us542326","us15","Jefferson's administration was the beginning of popular government in the United States.<br /> True<br /> False"
"us542373","us15","If two runners take the same amount of time to run a mile, they have the same __________.<br /> A.<br /> acceleration<br /> B.<br /> force<br /> C.<br /> mass<br /> D.<br /> velocity"
"us542390","us15","The multiple reflection of a single sound wave is a/an<br /> A. echo.<br /> B. diffraction.<br /> C. reverberation.<br /> D. refraction"
"us543397","us15","the cloud of interstellar dust and has that forms a star is known as a"
"us543606","us15","what is subduction current?"
"us543691","us15","Question 1: In daily life, people are often praised for maintaining some particular point of view, for the ""courage of their convictions."" A change of mind is seen as a weakness. How is this different in science? <br /> Question 2: In daily life, we see many cases of people who are caught misrepresenting things and who soon thereafter are excused and accepted by their contemporaries. How is this different from science?<br /> (These question is from a textbook from school!)"
"us546453","us15","Hi, how do you draw two opposite rays and name them? Is it two of these ""&lt;---&gt;"" that intersect? Or two separate rays?"
"us547621","us15","what is the weight in newtons of a person who weights 60kg"
"us547966","us15","1. Find the current ix in the circuits in Fig. E2.6."
"us549200","us15","what force is required to accelerate a body with a mass of 15kilograms at a rate of"
